Stock_Item,Color,Selling_Package,Buying_Package,Size_val,Lead_Time_Days,Quantity_Per_Outer,Is_Chiller_Stock,Tax_Rate,Unit_Price,Recommended_Retail_Price,Typical_Weight_Per_Unit,tk_stock_item,_version,date_from,date_to
Halloween skull mask (Gray) M,Steel Gray,Each,Carton,M,12,12,False,"12,000","18,00","26,91",.300,482,2,2021-11-21 02:28:06.611310,2199-12-31 00:00:00.000000
Halloween skull mask (Gray) L,Steel Gray,Each,Carton,L,12,12,False,"12,000","18,00","26,91",.300,483,2,2021-11-21 02:28:06.612880,2199-12-31 00:00:00.000000
Halloween skull mask (Gray) XL,Steel Gray,Each,Carton,XL,12,12,False,"12,000","18,00","26,91",.300,484,2,2021-11-21 02:28:06.614372,2199-12-31 00:00:00.000000
Pack of 12 action figures (variety),Unknown,Packet,Packet,Unknown,2,1,False,"2,000","16,00","23,92",.250,485,2,2021-11-21 02:28:06.615863,2199-12-31 00:00:00.000000
Pack of 12 action figures (male),Unknown,Packet,Packet,Unknown,2,1,False,"2,000","16,00","23,92",.250,486,2,2021-11-21 02:28:06.617439,2199-12-31 00:00:00.000000
Pack of 12 action figures (female),Unknown,Packet,Packet,Unknown,2,1,False,"2,000","16,00","23,92",.250,487,2,2021-11-21 02:28:06.619421,2199-12-31 00:00:00.000000
Ride on toy sedan car (Black) 1/12 scale,Black,Each,Each,1/12 scale,14,1,False,"14,000","230,00","343,85",15.000,488,2,2021-11-21 02:28:06.621298,2199-12-31 00:00:00.000000
Ride on toy sedan car (Red) 1/12 scale,Red,Each,Each,1/12 scale,14,1,False,"14,000","230,00","343,85",15.000,489,2,2021-11-21 02:28:06.623179,2199-12-31 00:00:00.000000
Ride on toy sedan car (Blue) 1/12 scale,Blue,Each,Each,1/12 scale,14,1,False,"14,000","230,00","343,85",15.000,490,2,2021-11-21 02:28:06.625040,2199-12-31 00:00:00.000000
Ride on toy sedan car (Green) 1/12 scale,Unknown,Each,Each,1/12 scale,14,1,False,"14,000","230,00","343,85",15.000,491,2,2021-11-21 02:28:06.626937,2199-12-31 00:00:00.000000
Ride on toy sedan car (Yellow) 1/12 scale,Yellow,Each,Each,1/12 scale,14,1,False,"14,000","230,00","343,85",15.000,492,2,2021-11-21 02:28:06.628862,2199-12-31 00:00:00.000000
Ride on toy sedan car (Pink) 1/12 scale,Unknown,Each,Each,1/12 scale,14,1,False,"14,000","230,00","343,85",15.000,493,2,2021-11-21 02:28:06.630755,2199-12-31 00:00:00.000000
Ride on vintage American toy coupe (Red) 1/12 scale,Red,Each,Each,1/12 scale,14,1,False,"14,000","285,00","426,08",18.000,494,2,2021-11-21 02:28:06.632600,2199-12-31 00:00:00.000000
Ride on vintage American toy coupe (Black) 1/12 scale,Black,Each,Each,1/12 scale,14,1,False,"14,000","285,00","426,08",18.000,495,2,2021-11-21 02:28:06.634462,2199-12-31 00:00:00.000000
Ride on big wheel monster truck (Black) 1/12 scale,Black,Each,Each,1/12 scale,14,1,False,"14,000","345,00","515,78",21.000,496,2,2021-11-21 02:28:06.636295,2199-12-31 00:00:00.000000
Animal with big feet slippers (Brown) XL,Unknown,Each,Each,XL,12,1,False,"12,000","32,00","47,84",.400,497,2,2021-11-21 02:28:06.638123,2199-12-31 00:00:00.000000
Animal with big feet slippers (Brown) L,Unknown,Each,Each,L,12,1,False,"12,000","32,00","47,84",.350,498,2,2021-11-21 02:28:06.640001,2199-12-31 00:00:00.000000
Animal with big feet slippers (Brown) M,Unknown,Each,Each,M,12,1,False,"12,000","32,00","47,84",.350,499,2,2021-11-21 02:28:06.642595,2199-12-31 00:00:00.000000
Animal with big feet slippers (Brown) S,Unknown,Each,Each,S,12,1,False,"12,000","32,00","47,84",.350,500,2,2021-11-21 02:28:06.644470,2199-12-31 00:00:00.000000
Furry gorilla with big eyes slippers (Black) XL,Black,Each,Each,XL,12,1,False,"12,000","32,00","47,84",.400,501,2,2021-11-21 02:28:06.646326,2199-12-31 00:00:00.000000
Furry gorilla with big eyes slippers (Black) L,Black,Each,Each,L,12,1,False,"12,000","32,00","47,84",.350,502,2,2021-11-21 02:28:06.648284,2199-12-31 00:00:00.000000
Furry gorilla with big eyes slippers (Black) M,Black,Each,Each,M,12,1,False,"12,000","32,00","47,84",.350,503,2,2021-11-21 02:28:06.650233,2199-12-31 00:00:00.000000
Furry gorilla with big eyes slippers (Black) S,Black,Each,Each,S,12,1,False,"12,000","32,00","47,84",.350,504,2,2021-11-21 02:28:06.652111,2199-12-31 00:00:00.000000
Plush shark slippers (Gray) XL,Steel Gray,Each,Each,XL,12,1,False,"12,000","32,00","47,84",.400,505,2,2021-11-21 02:28:06.653998,2199-12-31 00:00:00.000000
Plush shark slippers (Gray) L,Steel Gray,Each,Each,L,12,1,False,"12,000","32,00","47,84",.350,506,2,2021-11-21 02:28:06.655902,2199-12-31 00:00:00.000000
Plush shark slippers (Gray) M,Steel Gray,Each,Each,M,12,1,False,"12,000","32,00","47,84",.350,507,2,2021-11-21 02:28:06.657770,2199-12-31 00:00:00.000000
Plush shark slippers (Gray) S,Steel Gray,Each,Each,S,12,1,False,"12,000","32,00","47,84",.350,508,2,2021-11-21 02:28:06.659621,2199-12-31 00:00:00.000000
Ogre battery-powered slippers (Green) XL,Unknown,Each,Each,XL,12,1,False,"12,000","32,00","47,84",.400,509,2,2021-11-21 02:28:06.661477,2199-12-31 00:00:00.000000
Ogre battery-powered slippers (Green) L,Unknown,Each,Each,L,12,1,False,"12,000","32,00","47,84",.350,510,2,2021-11-21 02:28:06.663330,2199-12-31 00:00:00.000000
Ogre battery-powered slippers (Green) M,Unknown,Each,Each,M,12,1,False,"12,000","32,00","47,84",.350,511,2,2021-11-21 02:28:06.665218,2199-12-31 00:00:00.000000
Ogre battery-powered slippers (Green) S,Unknown,Each,Each,S,12,1,False,"12,000","32,00","47,84",.350,512,2,2021-11-21 02:28:06.667136,2199-12-31 00:00:00.000000
Dinosaur battery-powered slippers (Green) XL,Unknown,Each,Each,XL,12,1,False,"12,000","32,00","47,84",.400,513,2,2021-11-21 02:28:06.669013,2199-12-31 00:00:00.000000
Dinosaur battery-powered slippers (Green) L,Unknown,Each,Each,L,12,1,False,"12,000","32,00","47,84",.350,514,2,2021-11-21 02:28:06.670902,2199-12-31 00:00:00.000000
Dinosaur battery-powered slippers (Green) M,Unknown,Each,Each,M,12,1,False,"12,000","32,00","47,84",.350,515,2,2021-11-21 02:28:06.672766,2199-12-31 00:00:00.000000
Dinosaur battery-powered slippers (Green) S,Unknown,Each,Each,S,12,1,False,"12,000","32,00","47,84",.350,516,2,2021-11-21 02:28:06.674645,2199-12-31 00:00:00.000000
Dinosaur battery-powered slippers (Green) S,Unknown,Each,Each,S,12,1,False,"12,000","32,00","47,84",.350,517,2,2021-11-21 02:28:06.676508,2199-12-31 00:00:00.000000
Dinosaur battery-powered slippers (Green) M,Unknown,Each,Each,M,12,1,False,"12,000","32,00","47,84",.350,518,2,2021-11-21 02:28:06.678473,2199-12-31 00:00:00.000000
Dinosaur battery-powered slippers (Green) L,Unknown,Each,Each,L,12,1,False,"12,000","32,00","47,84",.350,519,2,2021-11-21 02:28:06.681261,2199-12-31 00:00:00.000000
Dinosaur battery-powered slippers (Green) XL,Unknown,Each,Each,XL,12,1,False,"12,000","32,00","47,84",.400,520,2,2021-11-21 02:28:06.683026,2199-12-31 00:00:00.000000
Ogre battery-powered slippers (Green) S,Unknown,Each,Each,S,12,1,False,"12,000","32,00","47,84",.350,521,2,2021-11-21 02:28:06.685008,2199-12-31 00:00:00.000000
Ogre battery-powered slippers (Green) M,Unknown,Each,Each,M,12,1,False,"12,000","32,00","47,84",.350,522,2,2021-11-21 02:28:06.687211,2199-12-31 00:00:00.000000
Ogre battery-powered slippers (Green) L,Unknown,Each,Each,L,12,1,False,"12,000","32,00","47,84",.350,523,2,2021-11-21 02:28:06.689146,2199-12-31 00:00:00.000000
Ogre battery-powered slippers (Green) XL,Unknown,Each,Each,XL,12,1,False,"12,000","32,00","47,84",.400,524,2,2021-11-21 02:28:06.690755,2199-12-31 00:00:00.000000
Plush shark slippers (Gray) S,Steel Gray,Each,Each,S,12,1,False,"12,000","32,00","47,84",.350,525,2,2021-11-21 02:28:06.692320,2199-12-31 00:00:00.000000
Plush shark slippers (Gray) M,Steel Gray,Each,Each,M,12,1,False,"12,000","32,00","47,84",.350,526,2,2021-11-21 02:28:06.693878,2199-12-31 00:00:00.000000
Plush shark slippers (Gray) L,Steel Gray,Each,Each,L,12,1,False,"12,000","32,00","47,84",.350,527,2,2021-11-21 02:28:06.695359,2199-12-31 00:00:00.000000
Plush shark slippers (Gray) XL,Steel Gray,Each,Each,XL,12,1,False,"12,000","32,00","47,84",.400,528,2,2021-11-21 02:28:06.696879,2199-12-31 00:00:00.000000
Furry gorilla with big eyes slippers (Black) S,Black,Each,Each,S,12,1,False,"12,000","32,00","47,84",.350,529,2,2021-11-21 02:28:06.698341,2199-12-31 00:00:00.000000
Furry gorilla with big eyes slippers (Black) M,Black,Each,Each,M,12,1,False,"12,000","32,00","47,84",.350,530,2,2021-11-21 02:28:06.699889,2199-12-31 00:00:00.000000
Furry gorilla with big eyes slippers (Black) L,Black,Each,Each,L,12,1,False,"12,000","32,00","47,84",.350,531,2,2021-11-21 02:28:06.701442,2199-12-31 00:00:00.000000
Furry gorilla with big eyes slippers (Black) XL,Black,Each,Each,XL,12,1,False,"12,000","32,00","47,84",.400,532,2,2021-11-21 02:28:06.702938,2199-12-31 00:00:00.000000
Animal with big feet slippers (Brown) S,Unknown,Each,Each,S,12,1,False,"12,000","32,00","47,84",.350,533,2,2021-11-21 02:28:06.704477,2199-12-31 00:00:00.000000
Animal with big feet slippers (Brown) M,Unknown,Each,Each,M,12,1,False,"12,000","32,00","47,84",.350,534,2,2021-11-21 02:28:06.705952,2199-12-31 00:00:00.000000
Animal with big feet slippers (Brown) L,Unknown,Each,Each,L,12,1,False,"12,000","32,00","47,84",.350,535,2,2021-11-21 02:28:06.707469,2199-12-31 00:00:00.000000
Animal with big feet slippers (Brown) XL,Unknown,Each,Each,XL,12,1,False,"12,000","32,00","47,84",.400,536,2,2021-11-21 02:28:06.708952,2199-12-31 00:00:00.000000
USB food flash drive - dessert 10 drive variety pack,Unknown,Packet,Packet,Unknown,14,1,False,"14,000","240,00","358,80",.500,537,2,2021-11-21 02:28:06.710446,2199-12-31 00:00:00.000000
USB food flash drive - fortune cookie,Unknown,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,538,2,2021-11-21 02:28:06.711919,2199-12-31 00:00:00.000000
USB food flash drive - shrimp cocktail,Unknown,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,539,2,2021-11-21 02:28:06.713411,2199-12-31 00:00:00.000000
USB food flash drive - donut,Unknown,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,540,2,2021-11-21 02:28:06.714926,2199-12-31 00:00:00.000000
USB food flash drive - cookie,Unknown,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,541,2,2021-11-21 02:28:06.716433,2199-12-31 00:00:00.000000
USB food flash drive - chocolate bar,Unknown,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,542,2,2021-11-21 02:28:06.717917,2199-12-31 00:00:00.000000
USB food flash drive - banana,Unknown,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,543,2,2021-11-21 02:28:06.719467,2199-12-31 00:00:00.000000
USB food flash drive - dim sum 10 drive variety pack,Unknown,Packet,Packet,Unknown,14,1,False,"14,000","240,00","358,80",.500,544,2,2021-11-21 02:28:06.721023,2199-12-31 00:00:00.000000
USB food flash drive - pizza slice,Unknown,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,545,2,2021-11-21 02:28:06.722531,2199-12-31 00:00:00.000000
USB food flash drive - hot dog,Unknown,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,546,2,2021-11-21 02:28:06.724020,2199-12-31 00:00:00.000000
USB food flash drive - hamburger,Unknown,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,547,2,2021-11-21 02:28:06.725509,2199-12-31 00:00:00.000000
USB food flash drive - sushi roll,Unknown,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,548,2,2021-11-21 02:28:06.726978,2199-12-31 00:00:00.000000
DBA joke mug - mind if I join you? (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,549,2,2021-11-21 02:28:06.728468,2199-12-31 00:00:00.000000
DBA joke mug - mind if I join you? (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,550,2,2021-11-21 02:28:06.729916,2199-12-31 00:00:00.000000
DBA joke mug - daaaaaa-ta (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,551,2,2021-11-21 02:28:06.731393,2199-12-31 00:00:00.000000
DBA joke mug - daaaaaa-ta (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,552,2,2021-11-21 02:28:06.732908,2199-12-31 00:00:00.000000
DBA joke mug - you might be a DBA if (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,553,2,2021-11-21 02:28:06.734441,2199-12-31 00:00:00.000000
DBA joke mug - you might be a DBA if (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,554,2,2021-11-21 02:28:06.735911,2199-12-31 00:00:00.000000
DBA joke mug - it depends (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,555,2,2021-11-21 02:28:06.737333,2199-12-31 00:00:00.000000
DBA joke mug - it depends (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,556,2,2021-11-21 02:28:06.738847,2199-12-31 00:00:00.000000
DBA joke mug - I will get you in order (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,557,2,2021-11-21 02:28:06.740319,2199-12-31 00:00:00.000000
DBA joke mug - I will get you in order (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,558,2,2021-11-21 02:28:06.741826,2199-12-31 00:00:00.000000
DBA joke mug - SELECT caffeine FROM mug (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,559,2,2021-11-21 02:28:06.743300,2199-12-31 00:00:00.000000
DBA joke mug - SELECT caffeine FROM mug (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,560,2,2021-11-21 02:28:06.744798,2199-12-31 00:00:00.000000
DBA joke mug - two types of DBAs (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,561,2,2021-11-21 02:28:06.746191,2199-12-31 00:00:00.000000
DBA joke mug - two types of DBAs (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,562,2,2021-11-21 02:28:06.747707,2199-12-31 00:00:00.000000
Developer joke mug - Oct 31 = Dec 25 (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,563,2,2021-11-21 02:28:06.749175,2199-12-31 00:00:00.000000
Developer joke mug - Oct 31 = Dec 25 (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,564,2,2021-11-21 02:28:06.750597,2199-12-31 00:00:00.000000
Developer joke mug - that's a hardware problem (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,565,2,2021-11-21 02:28:06.752015,2199-12-31 00:00:00.000000
Developer joke mug - that's a hardware problem (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,566,2,2021-11-21 02:28:06.753511,2199-12-31 00:00:00.000000
Developer joke mug - fun was unexpected at this time (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,567,2,2021-11-21 02:28:06.754957,2199-12-31 00:00:00.000000
Developer joke mug - fun was unexpected at this time (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,568,2,2021-11-21 02:28:06.756385,2199-12-31 00:00:00.000000
Developer joke mug - when your hammer is C++ (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,569,2,2021-11-21 02:28:06.757818,2199-12-31 00:00:00.000000
Developer joke mug - when your hammer is C++ (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,570,2,2021-11-21 02:28:06.759327,2199-12-31 00:00:00.000000
Developer joke mug - inheritance is the OO way to become wealthy (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,571,2,2021-11-21 02:28:06.760844,2199-12-31 00:00:00.000000
Developer joke mug - inheritance is the OO way to become wealthy (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,572,2,2021-11-21 02:28:06.762397,2199-12-31 00:00:00.000000
Developer joke mug - (hip- hip- array) (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,573,2,2021-11-21 02:28:06.763930,2199-12-31 00:00:00.000000
Developer joke mug - (hip- hip- array) (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,574,2,2021-11-21 02:28:06.765414,2199-12-31 00:00:00.000000
Developer joke mug - understanding recursion requires understanding recursion (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,575,2,2021-11-21 02:28:06.766917,2199-12-31 00:00:00.000000
Developer joke mug - understanding recursion requires understanding recursion (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,576,2,2021-11-21 02:28:06.768430,2199-12-31 00:00:00.000000
Developer joke mug - there are 10 types of people in the world (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,577,2,2021-11-21 02:28:06.769952,2199-12-31 00:00:00.000000
Developer joke mug - there are 10 types of people in the world (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,578,2,2021-11-21 02:28:06.771460,2199-12-31 00:00:00.000000
Developer joke mug - a foo walks into a bar (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,579,2,2021-11-21 02:28:06.772950,2199-12-31 00:00:00.000000
Developer joke mug - a foo walks into a bar (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,580,2,2021-11-21 02:28:06.774455,2199-12-31 00:00:00.000000
Developer joke mug - this code was generated by a tool (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,581,2,2021-11-21 02:28:06.775932,2199-12-31 00:00:00.000000
Developer joke mug - this code was generated by a tool (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,582,2,2021-11-21 02:28:06.777448,2199-12-31 00:00:00.000000
Developer joke mug - old C developers never die (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,583,2,2021-11-21 02:28:06.778947,2199-12-31 00:00:00.000000
Developer joke mug - old C developers never die (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,584,2,2021-11-21 02:28:06.780414,2199-12-31 00:00:00.000000
IT joke mug - keyboard not found � press F1 to continue (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,585,2,2021-11-21 02:28:06.781884,2199-12-31 00:00:00.000000
IT joke mug - keyboard not found � press F1 to continue (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,586,2,2021-11-21 02:28:06.783373,2199-12-31 00:00:00.000000
IT joke mug - that behavior is by design (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,587,2,2021-11-21 02:28:06.784832,2199-12-31 00:00:00.000000
IT joke mug - that behavior is by design (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,588,2,2021-11-21 02:28:06.786293,2199-12-31 00:00:00.000000
IT joke mug - hardware: part of the computer that can be kicked (White),White,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,589,2,2021-11-21 02:28:06.787812,2199-12-31 00:00:00.000000
IT joke mug - hardware: part of the computer that can be kicked (Black),Black,Each,Each,Unknown,12,1,False,"12,000","13,00","19,44",.150,590,2,2021-11-21 02:28:06.789276,2199-12-31 00:00:00.000000
USB food flash drive - sushi roll,Unknown,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,591,2,2021-11-21 02:28:06.791392,2199-12-31 00:00:00.000000
USB food flash drive - hamburger,Unknown,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,592,2,2021-11-21 02:28:06.793485,2199-12-31 00:00:00.000000
USB food flash drive - hot dog,Unknown,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,593,2,2021-11-21 02:28:06.795348,2199-12-31 00:00:00.000000
USB food flash drive - pizza slice,Unknown,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,594,2,2021-11-21 02:28:06.797715,2199-12-31 00:00:00.000000
USB food flash drive - dim sum 10 drive variety pack,Unknown,Packet,Packet,Unknown,14,1,False,"14,000","240,00","358,80",.500,595,2,2021-11-21 02:28:06.800056,2199-12-31 00:00:00.000000
USB food flash drive - banana,Unknown,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,596,2,2021-11-21 02:28:06.804091,2199-12-31 00:00:00.000000
USB food flash drive - chocolate bar,Unknown,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,597,2,2021-11-21 02:28:06.805680,2199-12-31 00:00:00.000000
USB food flash drive - cookie,Unknown,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,598,2,2021-11-21 02:28:06.807209,2199-12-31 00:00:00.000000
USB food flash drive - donut,Unknown,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,599,2,2021-11-21 02:28:06.808707,2199-12-31 00:00:00.000000
USB food flash drive - shrimp cocktail,Unknown,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,600,2,2021-11-21 02:28:06.810126,2199-12-31 00:00:00.000000
USB food flash drive - fortune cookie,Unknown,Each,Each,Unknown,14,1,False,"14,000","32,00","47,84",.050,601,2,2021-11-21 02:28:06.811580,2199-12-31 00:00:00.000000
USB food flash drive - dessert 10 drive variety pack,Unknown,Packet,Packet,Unknown,14,1,False,"14,000","240,00","358,80",.500,602,2,2021-11-21 02:28:06.813062,2199-12-31 00:00:00.000000
